name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,RestaurantsTakeOut,RestaurantsDelivery,BusinessAcceptsCreditCards,RestaurantsPriceRange2,OutdoorSeating,RestaurantsReservations,HasTV,RestaurantsGoodForGroups,GoodForKids,Alcohol,RestaurantsAttire,WiFi,NoiseLevel,BikeParking,Caters,has_parking,Mondayhour,Tuesdayhour,Wednesdayhour,Thursdayhour,Fridayhour,Saturdayhour,Sundayhour
White Horse Tavern and Wine Bar,707 Lancaster Ave,Frazer,PA,19355,40.0338133,-75.5819777,3.5,26,1,"American (Traditional), Gluten-Free, Restaurants, Nightlife, Event Planning & Services, American (New), Wine Bars, Bars, Venues & Event Spaces, Party & Event Planning",TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,casual,free,quiet,TRUE,TRUE,TRUE,6:30-23:0,6:30-22:0,6:30-23:0,6:30-23:0,6:30-22:0,7:0-22:0,7:0-14:0
Asian Garden,4047 Market St,Philadelphia,PA,19104,39.9576083,-75.2036365,3,10,1,"Chinese, Restaurants",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,TRUE,,FALSE,,,,,,,
Ruby Garden Restaurant,6842 Bustleton Ave,Philadelphia,PA,19149,40.041631,-75.06483,3,26,0,"Dim Sum, Diners, Seafood, Restaurants, American (Traditional), Chinese, Cantonese",TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,FALSE,TRUE,TRUE,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0,9:0-23:0
Brunos Cafe & Trattoria,81 Lancaster Ave,Malvern,PA,19355,40.0437481,-75.5296475,3.5,7,0,"Italian, Event Planning & Services, Caterers, Pizza, Restaurants",TRUE,TRUE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,none,casual,no,average,TRUE,TRUE,FALSE,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,14:0-21:0
Burger King,90 Franklin Mills Blvd,Philadelphia,PA,19154,40.08793426,-74.96716266,2,19,1,"Fast Food, Burgers, Restaurants",FALSE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,free,average,FALSE,FALSE,TRUE,10:0-5:0,10:0-5:0,10:0-5:0,10:0-5:0,10:0-17:0,10:0-17:0,
Burger King,15 S 8th St,Philadelphia,PA,19106,39.9497092,-75.15497604,2,32,1,"Restaurants, Burgers, Fast Food",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,loud,FALSE,FALSE,FALSE,6:0-0:0,6:0-0:0,6:0-0:0,6:0-2:0,6:0-2:0,6:0-2:0,7:0-0:0
Richmans Ice Cream,6935 Bristol Emilie Rd,Levittown,PA,19057,40.1523867,-74.8564014,3.5,54,1,"Food, Hot Dogs, American (Traditional), Ice Cream & Frozen Yogurt, Restaurants",TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,free,average,TRUE,FALSE,TRUE,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0
Gennaros Tomato PIE,1533 S 11th St,Philadelphia,PA,19147,39.9299503,-75.162894,3.5,49,0,"Pizza, Restaurants",TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,TRUE,TRUE,none,casual,no,average,TRUE,FALSE,TRUE,,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
Trackside Cafe,9 E Lancaster Ave,Paoli,PA,19301,40.0428286,-75.48374586,2,39,1,"Latin American, Burgers, Coffee & Tea, Restaurants, Food",,,,,,,,,,,,,,,,TRUE,,,,,,,
Ryans Country Store,600 ConCord Rd,Aston,PA,19014,39.8672448,-75.4689512,4,9,0,"American (Traditional), Restaurants, Delis",TRUE,FALSE,TRUE,1,FALSE,FALSE,,FALSE,FALSE,none,casual,no,quiet,,,FALSE,,,,,,,
Penang,117 N 10th St,Philadelphia,PA,19107,39.954044,-75.15598,3.5,1112,1,"Malaysian, Asian Fusion, Cambodian, Chinese, Restaurants, Thai",TRUE,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,TRUE,beer_and_wine,casual,free,average,TRUE,TRUE,TRUE,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-23:0
Main and Vine Bistro,789 E Lancaster Ave,Villanova,PA,19085,40.0376879,-75.3516937,4,59,0,"Restaurants, Nightlife, American (New), Cocktail Bars, Bars",TRUE,FALSE,,,,TRUE,TRUE,TRUE,,full_bar,,,average,,,FALSE,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-23:0,17:0-1:0,17:0-22:0
Bravo Pizza,550 Kimberton Rd,Phoenixville,PA,19460,40.1306143,-75.5503052,4.5,12,0,"Restaurants, Pizza",TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,free,quiet,TRUE,TRUE,FALSE,11:0-21:30,11:0-21:30,11:0-21:30,11:0-21:30,11:0-22:30,11:0-22:30,12:0-21:0
Buena Vista Mexican Restaurant,215 Lancaster Ave,Malvern,PA,19355,40.04210417,-75.54108325,3.5,107,1,"Mexican, Restaurants",TRUE,None,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,none,casual,no,quiet,TRUE,TRUE,FALSE,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,12:0-21:0,
Dominos Pizza,4600 Roosevelt Blvd,Philadelphia,PA,19124,40.029773,-75.0994,2.5,17,1,"Restaurants, Food, Pizza, Sandwiches, Chicken Wings",TRUE,TRUE,FALSE,1,,FALSE,,FALSE,,,,,,,,FALSE,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-2:0,10:0-2:0,10:0-1:0
Cracker Barrel Old Country Store,1215 E Lancaster Ave,Downingtown,PA,19335,40.020977,-75.670493,3,86,1,"Event Planning & Services, Desserts, Caterers, American (New), Breakfast & Brunch, Comfort Food, Southern, American (Traditional), Food, Restaurants",TRUE,TRUE,TRUE,2,FALSE,FALSE,FALSE,TRUE,TRUE,none,casual,no,average,FALSE,TRUE,TRUE,0:0-0:0,8:0-20:0,7:0-18:0,7:0-21:0,8:0-20:0,8:0-20:0,8:0-20:0
Jakes Wayback Burgers,369 W Lancaster Ave,Radnor,PA,19087,40.0446616,-75.3985882,3,18,0,"Food, Restaurants, Burgers",TRUE,FALSE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,,average,FALSE,FALSE,FALSE,10:30-20:0,10:30-20:0,10:30-20:0,10:30-21:0,10:30-21:0,10:30-21:0,11:0-20:0
Papillon Cafe,254 N Sycamore St,Newtown,PA,18940,40.2352761,-74.9377285,3,11,0,"French, Bakeries, Cafes, Kosher, Food, Restaurants",TRUE,FALSE,TRUE,,TRUE,TRUE,TRUE,,,none,casual,free,average,,TRUE,FALSE,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-15:0,20:0-23:30,6:0-22:0
Wendys,3413 Horizon Blvd,Trevose,PA,19053,40.135572,-74.965661,1.5,17,1,"Restaurants, Burgers, Fast Food",TRUE,TRUE,TRUE,1,None,FALSE,TRUE,TRUE,TRUE,none,casual,free,average,,FALSE,TRUE,,,,,,,
HipCityVeg,127 S 18th St,Philadelphia,PA,19103,39.950774,-75.170397,4,1082,1,"Burgers, Vegetarian, Restaurants, Vegan",TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,FALSE,TRUE,none,casual,no,average,TRUE,TRUE,TRUE,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0
Foods On First,1429 Arch St,Philadelphia,PA,19102,39.954879,-75.1644704,3.5,96,1,"Sandwiches, Cheesesteaks, Restaurants, Event Planning & Services, Diners, Caterers, American (Traditional), Breakfast & Brunch",TRUE,TRUE,TRUE,1,,FALSE,TRUE,TRUE,TRUE,,,,,,TRUE,FALSE,6:0-17:0,6:0-17:0,6:0-17:0,6:0-17:0,6:0-17:0,7:0-17:0,7:0-17:0
Pizza Brez,326 N Lewis Rd,Royersford,PA,19468,40.1959631,-75.5336293,4.5,8,1,"Pizza, Restaurants",,,,,,,,,,,,,,,,FALSE,,,,,12:0-20:0,12:0-20:0,12:0-20:0
Mikes Deli,203 State Rd,Croydon,PA,19021,40.0857732,-74.9095735,4,10,1,"Restaurants, Delis",TRUE,,,1,FALSE,FALSE,TRUE,,TRUE,none,casual,,average,,,FALSE,,,,,,,
Evergreen Caf??,"216 S Mill Rd, Ste 111",Kennett Square,PA,19348,39.84360626,-75.72056258,4.5,15,1,"Food, Juice Bars & Smoothies, Cafes, Restaurants",TRUE,None,,,TRUE,,,,,,,free,,,,FALSE,,,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0
Los Caballos Locos,101 W Ritner St,Philadelphia,PA,19148,39.9179108,-75.1491694,4.5,31,0,"Salvadoran, Desserts, Mexican, Restaurants, Food, Southern, Latin American",TRUE,TRUE,TRUE,1,FALSE,TRUE,TRUE,TRUE,TRUE,none,casual,free,quiet,FALSE,TRUE,TRUE,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
Mojito Cuba Caribe,90 S Main St,New Hope,PA,18938,40.3616441,-74.9503996,3,117,0,"Food, Ethnic Food, Caribbean, Mexican, Spanish, Specialty Food, Restaurants, Cuban",TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,free,average,FALSE,TRUE,TRUE,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-2:0,11:30-2:0,11:30-23:0
The Drafting Room Tap Room & Grill,635 N Pottstown Pike,Exton,PA,19341,40.051827,-75.6370738,3.5,104,0,"Restaurants, Nightlife, American (Traditional), American (New), Breakfast & Brunch, Bars",TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,free,average,TRUE,FALSE,TRUE,11:30-23:0,11:30-23:0,11:30-23:0,11:30-23:0,11:30-0:30,11:30-0:30,15:0-22:0
Lakeview Cafe,329 N 10th Ave,Royersford,PA,19468,40.196174,-75.532448,3.5,14,1,"Cafes, Event Planning & Services, Breakfast & Brunch, Restaurants, Caterers",TRUE,TRUE,,,,FALSE,,,TRUE,,,free,,,TRUE,FALSE,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0
Dona Linda,611 W Strasburg Rd,West Chester,PA,19382,39.95940528,-75.61769952,4,19,0,"Mexican, Restaurants",TRUE,FALSE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,no,average,FALSE,,FALSE,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0
Chickies & Petes,1526 Packer Ave,Philadelphia,PA,19145,39.9114175,-75.1745111,3.5,590,1,"Seafood, Nightlife, Sports Bars, Bars, Restaurants, American (New)",TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,free,loud,TRUE,TRUE,TRUE,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
Wise Guys Pizza & Steaks,4026 Market St,Philadelphia,PA,19104,39.95703,-75.203031,3.5,22,0,"Pizza, Cheesesteaks, Restaurants, Chicken Wings",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,no,,,TRUE,FALSE,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0
Layalena Hookah Lounge,708 N 2nd St,Philadelphia,PA,19123,39.962279,-75.141283,4.5,21,0,"Cafes, Bars, Nightlife, Restaurants, Middle Eastern, Hookah Bars",FALSE,FALSE,FALSE,2,TRUE,None,TRUE,TRUE,FALSE,none,casual,free,average,FALSE,TRUE,TRUE,,,,,,,
Dominos Pizza,5711 Ridge Ave,Philadelphia,PA,19128,40.0275052,-75.2094578,2,40,1,"Pizza, Chicken Wings, Restaurants, Sandwiches",,TRUE,TRUE,1,FALSE,,,,,,,,,,,FALSE,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-2:0,10:30-2:0,10:30-1:0
El Camino Real,1040 N 2nd St,Philadelphia,PA,19123,39.9673004,-75.1403984,3.5,1014,1,"Mexican, Tex-Mex, Restaurants, Barbeque",TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,casual,no,average,TRUE,TRUE,TRUE,0:0-0:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,10:0-23:0,10:0-22:0
Christines Family Restaurant,236 Egypt Rd,Norristown,PA,19403,40.131321,-75.393121,2.5,10,0,"Breakfast & Brunch, Restaurants",,,,,,,,,,,,,,,,FALSE,,,,,,,
PrimoHoagies,432 Egypt Rd,Norristown,PA,19403,40.13057838,-75.39947473,3,37,1,"Sandwiches, Restaurants, Italian",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,no,average,FALSE,TRUE,TRUE,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-20:0,10:0-16:0,10:0-19:0
PrimoHoagies,128 S 11th St,Philadelphia,PA,19107,39.94921619,-75.15905223,3.5,65,1,"Italian, Sandwiches, Restaurants",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,no,average,TRUE,TRUE,TRUE,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,8:30-21:0,10:0-21:0,10:0-20:0
Carrabbas Italian Grill,1250 Baltimore Pike Springfield Mall,Springfield,PA,19064,39.914685,-75.3528616,3,133,1,"Restaurants, Seafood, Cocktail Bars, Italian, Bars, Nightlife",TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,full_bar,casual,free,average,FALSE,TRUE,TRUE,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-21:0
Capital Beer,2661 E Cumberland St,Philadelphia,PA,19125,39.976126,-75.119234,3.5,75,1,"Chinese, Restaurants, Sushi Bars",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,beer_and_wine,casual,no,quiet,TRUE,FALSE,TRUE,,,,,,,
Famous Toastery,120 Woodcutter St,Exton,PA,19341,40.0229855,-75.6289465,3.5,115,0,"Restaurants, Breakfast & Brunch, Salad, Sandwiches, Event Planning & Services, Caterers, American (Traditional)",TRUE,FALSE,TRUE,2,TRUE,FALSE,FALSE,TRUE,TRUE,none,casual,free,average,TRUE,TRUE,TRUE,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0,7:0-15:0
Oreland Pizza,1350 Bruce Rd,Oreland,PA,19075,40.1170438,-75.1833673,3,29,1,"Sandwiches, Restaurants, Burgers, Pizza",TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,FALSE,TRUE,beer_and_wine,casual,no,average,TRUE,FALSE,TRUE,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-22:0,11:0-21:0
Chick-fil-A,"2500 W Moreland Rd, Ste 3066",Willow Grove,PA,19090,40.140274,-75.123094,4.5,16,1,"Caterers, Restaurants, Sandwiches, Chicken Shop, Event Planning & Services, Fast Food",TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,TRUE,none,casual,free,loud,TRUE,TRUE,TRUE,0:0-0:0,11:0-20:0,11:0-20:0,11:0-20:0,6:0-21:0,10:0-16:0,
Kings Garden,8225 Germantown Ave,Philadelphia,PA,19118,40.074311,-75.202909,3.5,83,1,"Chinese, Cantonese, Restaurants, Beer, Wine & Spirits, Food",TRUE,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,TRUE,full_bar,casual,free,quiet,TRUE,FALSE,TRUE,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-22:30,11:30-22:30,13:30-21:0
The Golden Eagle Diner and Restaurant,300 Bath Street Route 13,Bristol,PA,19007,40.1018573,-74.862729,2.5,99,1,"Breakfast & Brunch, Restaurants, Food, Diners, Bakeries",TRUE,TRUE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,,casual,free,loud,TRUE,,TRUE,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
"Inn at Mendenhall, an Ascend Hotel Collection Member",323 Route 52,Mendenhall,PA,19357,39.854811,-75.641217,3.5,20,1,"Restaurants, Event Planning & Services, Hotels & Travel, Hotels, Resorts",,,TRUE,3,,,,,,,,free,,,,FALSE,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Golden House,172 E Butler Ave,Ambler,PA,19002,40.155461,-75.2193272,3,16,1,"Restaurants, Chinese",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,,average,FALSE,FALSE,TRUE,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,12:0-22:0
Pizanos Family Pizza and BreakFast Kitchen,1536 N Carlisle St,Philadelphia,PA,19121,39.9772502,-75.1593264,1,11,0,"Halal, Restaurants, Pizza",TRUE,TRUE,TRUE,,,FALSE,,,,,,paid,,,,FALSE,8:30-0:0,8:30-0:0,8:30-0:0,8:30-0:0,8:0-1:0,8:0-1:0,8:0-23:0
Goose Creek Grill,840 E St Rd,West Chester,PA,19382,39.931375,-75.549988,3.5,70,0,"Restaurants, Salad, Pizza, Burgers",TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,TRUE,TRUE,beer_and_wine,casual,no,average,TRUE,FALSE,TRUE,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0
Nhu Y,802 Christian St,Philadelphia,PA,19147,39.938591,-75.156532,4,79,0,"Restaurants, Sandwiches, Delis, Vietnamese",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,no,quiet,TRUE,FALSE,TRUE,8:0-18:0,8:0-18:0,8:0-18:0,,8:0-18:30,7:30-19:0,7:30-19:0
Khyber Pass Pub,56 S 2nd St,Philadelphia,PA,19106,39.9486423,-75.1441173,4,845,1,"Restaurants, American (Traditional), Bars, Pubs, Nightlife, Gastropubs",TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,TRUE,FALSE,full_bar,casual,no,average,TRUE,FALSE,TRUE,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0
Cloud Factory Hookah Lounge,1201 Spruce St,Philadelphia,PA,19107,39.9467814,-75.1611265,2,15,1,"Hookah Bars, Nightlife, Cafes, Bars, Restaurants",TRUE,FALSE,TRUE,,FALSE,TRUE,TRUE,,,beer_and_wine,,free,,TRUE,FALSE,TRUE,19:0-2:0,19:0-2:0,19:0-2:0,19:0-2:0,18:0-2:0,15:0-2:0,15:0-0:0
Gillanes Bar & Grille,43 Cricket Ave,Ardmore,PA,19003,40.0071387,-75.2920264,3,23,0,"Nightlife, Irish, Pubs, Restaurants, American (Traditional), Bars",TRUE,FALSE,TRUE,2,TRUE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,free,average,,,TRUE,,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-22:0
Lee How Fook,219 N 11th St,Philadelphia,PA,19107,39.9562631,-75.1570795,4,231,1,"Dim Sum, Restaurants, Cantonese, Chinese",TRUE,TRUE,TRUE,2,FALSE,TRUE,FALSE,TRUE,TRUE,none,casual,no,average,TRUE,TRUE,TRUE,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0
El Sabor Poblano,1438 Federal St,Philadelphia,PA,19146,39.9358187,-75.1686973,3.5,56,0,"Mexican, Latin American, Restaurants, Breakfast & Brunch",TRUE,TRUE,FALSE,2,FALSE,None,TRUE,TRUE,TRUE,none,casual,no,average,TRUE,FALSE,TRUE,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-1:0,11:0-1:0,11:0-23:0
Spice Finch,220 S 17th St,Philadelphia,PA,19103,39.94937764,-75.16954098,4.5,325,1,"Breakfast & Brunch, Restaurants, Mediterranean",TRUE,TRUE,TRUE,3,TRUE,TRUE,TRUE,TRUE,FALSE,full_bar,casual,free,loud,TRUE,FALSE,TRUE,0:0-0:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-22:0,12:0-22:0,12:0-20:0
Surf and Turf Market,8229 Germantown Ave,Philadelphia,PA,19118,40.0741932,-75.2030576,4,5,0,"Specialty Food, Restaurants, Food, American (New), Seafood, Seafood Markets",TRUE,TRUE,TRUE,2,TRUE,FALSE,TRUE,,TRUE,beer_and_wine,,free,average,TRUE,TRUE,TRUE,,,10:0-15:0,9:0-18:0,9:0-20:0,8:0-20:0,8:0-15:0
Wawa,981 North Wales Rd,North Wales,PA,19454,40.2446299,-75.2410239,2.5,8,1,"Restaurants, Automotive, Food, Coffee & Tea, Sandwiches, Delis, Convenience Stores, Gas Stations",TRUE,TRUE,TRUE,1,FALSE,FALSE,TRUE,TRUE,TRUE,none,casual,free,quiet,FALSE,FALSE,TRUE,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
Plaza Azteca - Kennett Square,186 Onix Dr,Kennett Square,PA,19348,39.86178298,-75.68847331,3.5,86,1,"Mexican, Restaurants",TRUE,FALSE,TRUE,2,FALSE,TRUE,TRUE,TRUE,TRUE,full_bar,casual,no,average,FALSE,TRUE,TRUE,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,12:0-21:0
Papa Johns Pizza,1555 Wadsworth Ave,Philadelphia,PA,19150,40.0804412,-75.1730921,1.5,5,0,"Restaurants, Pizza",TRUE,TRUE,TRUE,1,FALSE,FALSE,,TRUE,TRUE,none,casual,,,,,FALSE,,,,,,,
Aldine,1901 Chestnut St,Philadelphia,PA,19103,39.95192964,-75.17219424,4,156,0,"Restaurants, Nightlife, Breakfast & Brunch, American (New), Cocktail Bars, Bars",FALSE,FALSE,TRUE,3,FALSE,TRUE,FALSE,TRUE,FALSE,full_bar,casual,no,average,TRUE,FALSE,TRUE,,17:0-21:0,17:0-21:0,17:0-21:0,17:0-22:0,17:0-22:0,17:0-21:0
Village Whiskey,118 S 20th St,Philadelphia,PA,19103,39.95141659,-75.17376779,4,1553,1,"Bars, Nightlife, Whiskey Bars, Burgers, Restaurants, American (New)",TRUE,TRUE,TRUE,2,TRUE,FALSE,FALSE,FALSE,FALSE,full_bar,casual,no,average,TRUE,TRUE,TRUE,,,16:0-21:0,16:0-21:0,16:0-22:0,12:0-22:0,12:0-21:0
Homestretch Inn,727 S Chester Rd,Swarthmore,PA,19081,39.8890907,-75.3536699,3.5,10,0,"Restaurants, American (New), Sports Bars, Hotels & Travel, Nightlife, Bars, Event Planning & Services, Hotels",TRUE,FALSE,FALSE,2,FALSE,FALSE,TRUE,TRUE,FALSE,full_bar,casual,,average,,FALSE,FALSE,,,,,,,
The Hungry H,58B East Bridge Street,Morrisville,PA,19067,40.2089093,-74.7741633,3,9,0,"American (New), Restaurants",,FALSE,TRUE,1,TRUE,TRUE,,TRUE,TRUE,none,casual,,,,,TRUE,,,,,,,
Joeys Pizza,3449 Lincoln Hwy,Thorndale,PA,19372,39.99438626,-75.75806708,4,75,1,"Restaurants, Pizza",TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,beer_and_wine,casual,no,average,FALSE,,TRUE,,,,,,,
China Max,230 Montgomery Mall,North Wales,PA,19454,40.234409,-75.244313,3.5,6,1,"Asian Fusion, Chinese, Food Court, Restaurants",TRUE,FALSE,TRUE,1,,,,,,,,no,,,,FALSE,,,,,,,
Top Tomato Bar & Pizza,116 S 11th St,Philadelphia,PA,19107,39.9495688,-75.1589615,3.5,232,1,"Pizza, Breakfast & Brunch, Nightlife, Sandwiches, Italian, Restaurants, Cheesesteaks, Food Delivery Services, Cocktail Bars, Sports Bars, Food, Bars",TRUE,TRUE,TRUE,1,TRUE,None,TRUE,TRUE,TRUE,full_bar,casual,no,average,TRUE,TRUE,TRUE,0:0-0:0,10:0-2:0,10:0-2:0,10:0-2:0,10:0-2:0,11:0-2:0,11:0-20:0
Tangs Garden,"196 W Ridge Pike, Unit 178",Royersford,PA,19468,40.22485595,-75.51410028,3.5,25,1,"Restaurants, Chinese",TRUE,FALSE,TRUE,2,FALSE,FALSE,FALSE,FALSE,TRUE,none,casual,free,,FALSE,FALSE,FALSE,0:0-0:0,,11:0-21:30,11:0-21:30,11:0-22:15,11:0-22:15,12:0-21:30
Bold Coffee Bar,1623 Ridge Ave,Philadelphia,PA,19130,39.9699772,-75.1639247,5,28,1,"Coffee & Tea, Food, Cafes, Restaurants",TRUE,FALSE,TRUE,,FALSE,FALSE,FALSE,,,none,,free,,FALSE,FALSE,TRUE,0:0-0:0,7:0-15:0,7:0-15:0,7:0-15:0,8:0-12:0,8:0-15:0,
Dairy Queen,55 S Delmorr Ave,Morrisville,PA,19067,40.20894776,-74.7723143,4.5,5,1,"Burgers, Food, Ice Cream & Frozen Yogurt, Restaurants, Fast Food",TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,TRUE,TRUE,none,casual,,average,TRUE,TRUE,TRUE,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
Tankies Tavern,1720 W Moyamensing Ave,Philadelphia,PA,19145,39.914962,-75.176638,4,25,0,"Salad, Sandwiches, Restaurants, Pizza",TRUE,TRUE,,,TRUE,,TRUE,TRUE,,full_bar,,,,,,TRUE,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
Frazer Diner,189 W Lancaster Ave,Frazer,PA,19355,40.04140677,-75.53748608,3.5,51,1,"Restaurants, Breakfast & Brunch, Diners",TRUE,FALSE,FALSE,1,FALSE,FALSE,TRUE,FALSE,TRUE,none,casual,no,average,TRUE,FALSE,TRUE,,,,,,,
Fill A Bagel & Breads,424 Old York Rd,Jenkintown,PA,19046,40.0967875,-75.1256231,3.5,146,1,"Coffee & Tea, Bagels, Restaurants, Food, Delis",TRUE,TRUE,TRUE,1,TRUE,FALSE,TRUE,FALSE,TRUE,none,casual,free,average,TRUE,TRUE,TRUE,6:30-14:0,6:30-14:0,6:30-14:0,6:30-14:0,6:30-14:0,7:0-13:0,7:0-13:0
Malvern Pizza,19 E King St,Malvern,PA,19355,40.036306,-75.514015,4,40,1,"Italian, Pizza, Greek, Restaurants",TRUE,TRUE,TRUE,2,FALSE,FALSE,TRUE,TRUE,TRUE,beer_and_wine,casual,no,average,FALSE,FALSE,TRUE,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
Eatalia,2723 E Cumberland St,Philadelphia,PA,19125,39.97495147,-75.11845317,4,166,0,"Italian, Restaurants",TRUE,FALSE,FALSE,2,TRUE,TRUE,FALSE,TRUE,TRUE,none,casual,no,quiet,TRUE,FALSE,TRUE,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,17:0-22:0,14:0-20:0
